attraction_id,place_id,attraction_name,category,opening_time,closing_time,entry_fee,time_required,rating,description
A0196,P023,Pushpagiri Wildlife Sanctuary,Wildlife,6:00,17:00,150,Half Day,4.4,Dense forest sanctuary with diverse endemic birds mammals and spectacular waterfalls.
A0197,P024,Mysore Palace,Palace,10:00,17:30,200,2 hours,4.8,Magnificent illuminated royal palace and one of India's most visited tourist monuments.
A0198,P024,Chamundeshwari Temple,Temple,7:30,14:00,0,2 hours,4.7,Sacred hilltop temple atop Chamundi Hills dedicated to Goddess Chamundeshwari.
A0199,P024,Brindavan Gardens,Garden,6:30,20:30,50,2 hours,4.5,Terraced Mughal-style garden below KRS Dam famous for musical fountain evenings.
A0200,P024,Mysore Zoo,Wildlife,8:30,17:30,100,2 hours,4.5,One of India's oldest and finest zoos with white tigers gorillas and hippos.
A0201,P024,Jaganmohan Palace Art Gallery,Museum,8:30,17:30,40,1 hour,4.4,Royal palace converted into art gallery showcasing paintings musical instruments and artifacts.
A0202,P024,St Philomena's Cathedral,Historical,8:00,18:00,0,1 hour,4.5,One of India's largest cathedrals built in neo-Gothic style with stunning stained glass.
A0203,P024,Devaraja Market,Market,8:00,21:00,0,1 hour,4.4,Vibrant century-old market overflowing with flowers incense spices and local produce.
A0204,P024,Lalitha Mahal Palace,Palace,8:30,17:30,50,1 hour,4.4,Grand white palace built for the Viceroy of India now converted into heritage hotel.
A0205,P025,Virupaksha Temple,Temple,6:00,21:00,0,2 hours,4.8,Living 7th-century temple dedicated to Lord Shiva and the oldest in Hampi complex.
A0206,P025,Vittala Temple,Historical,8:30,17:30,600,2 hours,4.9,Exquisite 15th-century temple with iconic stone chariot and musical pillars.
A0207,P025,Hampi Bazaar,Market,6:00,20:00,0,1 hour,4.5,Ancient ruined marketplace stretching from Virupaksha Temple with vibrant street life.
A0208,P025,Lotus Mahal,Palace,8:30,17:30,600,1 hour,4.6,Elegant Indo-Islamic pavilion in Zenana enclosure named for its lotus-bud arches.
A0209,P025,Elephant Stables Hampi,Historical,8:30,17:30,600,1 hour,4.5,Imposing row of domed chambers that once housed royal Vijayanagara war elephants.
A0210,P025,Matanga Hill,Viewpoint,6:00,18:00,0,2 hours,4.7,Highest viewpoint in Hampi offering spectacular sunrise panorama over boulder landscape.
A0211,P025,Hemakuta Hill Temples,Temple,6:00,18:00,0,1 hour,4.5,Pre-Vijayanagara hilltop cluster of Shiva temples with ruins and sunset views.
A0212,P025,Tungabhadra River,Nature,6:00,18:00,0,1 hour,4.5,Sacred river flowing through Hampi boulders ideal for coracle rides and sunsets.
A0213,P026,Fort Kochi,Historical,0:00,23:59,0,2 hours,4.7,Charming colonial neighbourhood with Dutch Portuguese and British heritage buildings.
A0214,P026,Chinese Fishing Nets,Historical,6:00,19:00,0,1 hour,4.6,Iconic cantilevered Chinese fishing nets lining the Kochi harbour since 14th century.
A0215,P026,Mattancherry Palace,Museum,10:00,17:00,5,1 hour,4.5,16th-century Portuguese palace with exquisite Kerala murals depicting Ramayana scenes.
A0216,P026,Jewish Synagogue Kochi,Religious,10:00,17:00,5,1 hour,4.5,Oldest active synagogue in the Commonwealth with hand-painted Chinese floor tiles.
A0217,P026,St Francis Church Kochi,Historical,8:30,17:00,0,1 hour,4.5,India's oldest European church where Vasco da Gama was originally buried in 1524.
A0218,P026,Cherai Beach,Beach,6:00,20:00,0,2 hours,4.5,Serene beach on Vypin Island where backwaters meet the Arabian Sea with dolphins.
A0219,P026,Kerala Folklore Museum,Museum,9:30,18:30,100,2 hours,4.6,Three-storey museum with over 4000 artifacts of Kerala's folk art and culture.
A0220,P026,Paradesi Synagogue,Religious,10:00,13:00,0,1 hour,4.4,Historic 16th-century synagogue in Jew Town with Belgian chandeliers and old scrolls.
A0221,P027,Alleppey Backwaters,Nature,6:00,18:00,0,Half Day,4.8,Tranquil network of canals lagoons and lakes best explored on traditional houseboats.
A0222,P027,Alappuzha Beach,Beach,6:00,19:00,0,1 hour,4.4,Popular beach with 137-year-old pier lighthouse and annual Nehru Trophy boat race.
A0223,P027,Nehru Trophy Boat Race Venue,Nature,6:00,18:00,0,1 hour,4.6,Punnamada Lake venue of Kerala's most famous snake boat race held every August.
A0224,P027,Krishnapuram Palace,Palace,9:00,17:00,20,1 hour,4.4,18th-century palace housing Kerala murals antique furniture and historic artifacts.
A0225,P027,Ambalapuzha Sree Krishna Temple,Temple,5:30,21:00,0,1 hour,4.6,Famous ancient temple known for legendary palpayasam offering to Lord Krishna.
A0226,P027,Marari Beach,Beach,6:00,19:00,0,1 hour,4.5,Pristine secluded beach near Alleppey lined with coconut palms and fishing hamlets.
A0227,P027,Pathiramanal Island,Wildlife,8:00,17:00,0,2 hours,4.5,Tiny island on Vembanad Lake famous for rare migratory birds and scenic beauty.
A0228,P028,Lighthouse Beach Kovalam,Beach,6:00,19:00,0,2 hours,4.6,Most popular crescent beach in Kovalam overlooked by a working red-and-white lighthouse.
A0229,P028,Hawah Beach Kovalam,Beach,6:00,19:00,0,1 hour,4.4,Lively beach in Kovalam popular for swimming ayurvedic massages and fresh seafood.
A0230,P028,Samudra Beach Kovalam,Beach,6:00,19:00,0,1 hour,4.3,Quieter northern beach in Kovalam ideal for peaceful swimming and sunset views.
A0231,P028,Vizhinjam Rock Cut Cave Temple,Historical,6:00,18:00,0,1 hour,4.3,8th-century unfinished rock-cut cave temple with Pallava-era bas-relief carvings.
A0232,P028,Kovalam Lighthouse,Viewpoint,14:00,17:00,20,30 mins,4.5,Active lighthouse offering sweeping coastal panoramas from its top observation deck.
A0233,P028,Halcyon Castle,Historical,9:00,17:00,0,30 mins,4.2,Colonial palace once used by the Travancore royal family overlooking Kovalam beach.
A0234,P028,Karamana River,Nature,6:00,18:00,0,1 hour,4.2,Scenic river near Kovalam ideal for nature walks birdwatching and riverside picnics.
A0235,P029,Shore Temple,Historical,6:00,18:00,600,2 hours,4.8,UNESCO-listed 8th-century Pallava granite temple dramatically overlooking the Bay of Bengal.
A0236,P029,Pancha Rathas,Historical,6:00,18:00,600,2 hours,4.8,Five monolithic rock-cut Pallava chariots each carved from single granite boulders.
A0237,P029,Arjuna's Penance,Historical,6:00,18:00,0,1 hour,4.7,World's largest open-air bas-relief carving depicting Arjuna's penance and river descent.
A0238,P029,Krishna's Butter Ball,Historical,0:00,23:59,0,30 mins,4.6,Giant naturally balanced boulder defying gravity on a smooth rocky slope for centuries.
A0239,P029,Mahabalipuram Beach,Beach,6:00,19:00,0,1 hour,4.4,Long stretch of beach beside ancient stone monuments ideal for sunrise walks.
A0240,P029,Tiger Cave,Historical,6:00,18:00,0,30 mins,4.3,Rock-cut open-air theatre with tiger-head sculptures believed to be a Pallava shrine.
A0241,P029,Archaeological Museum Mahabalipuram,Museum,9:00,17:00,15,1 hour,4.3,Museum displaying Pallava sculptures bronzes and architectural fragments from excavations.
A0242,P029,Descent of the Ganges,Historical,6:00,18:00,0,1 hour,4.7,Magnificent ancient bas-relief panel carved on two huge adjacent boulders in Mahabalipuram.
A0243,P030,Auroville,Religious,9:00,17:30,0,2 hours,4.6,Experimental universal township built around the golden Matrimandir sphere for meditation.
A0244,P030,Promenade Beach Pondicherry,Beach,0:00,23:59,0,1 hour,4.6,Scenic seafront boulevard perfect for morning walks cycling and watching sunrises.
A0245,P030,Sri Aurobindo Ashram,Religious,8:00,12:00,0,1 hour,4.7,Internationally renowned spiritual ashram founded by Sri Aurobindo attracting seekers worldwide.
A0246,P030,French Quarter,Historical,0:00,23:59,0,2 hours,4.7,Charming colonial district with yellow mustard walls bougainvillea and French street names.
A0247,P030,Basilica of the Sacred Heart of Jesus,Religious,6:00,19:00,0,1 hour,4.5,Neo-Gothic French church with stunning stained glass windows depicting life of Jesus.
A0248,P030,Pondicherry Museum,Museum,10:00,17:30,20,1 hour,4.3,Colonial-era museum showcasing French-era furniture Pallava sculptures and Roman artifacts.
A0249,P030,Paradise Beach,Beach,7:00,18:00,200,2 hours,4.5,Secluded pristine beach accessible only by boat offering clean sands and clear waters.
A0250,P030,Manakula Vinayagar Temple,Temple,5:45,21:30,0,1 hour,4.6,Ancient Ganesha temple in the French Quarter with ornate gopuram and elephant blessings.
A0251,P030,Serenity Beach,Beach,6:00,19:00,0,1 hour,4.4,Popular beach with waves ideal for surfing with a surf school and cafes nearby.
A0252,P031,Meenakshi Amman Temple,Temple,5:00,21:30,0,3 hours,4.9,Magnificent Dravidian temple with 14 towering gopurams and thousands of sculptures.
A0253,P031,Thirumalai Nayakkar Palace,Palace,9:00,17:00,50,1 hour,4.5,17th-century Indo-Saracenic palace with massive columns courtyard and sound-light show.
A0254,P031,Gandhi Memorial Museum,Museum,10:00,13:00,0,2 hours,4.5,Museum housed in palace where Gandhi's blood-stained dhoti is preserved as memorial.
A0255,P031,Alagar Kovil Temple,Temple,6:00,20:00,0,2 hours,4.6,Ancient Vishnu temple atop Alagar Hills surrounded by scenic forest and wildlife.
A0256,P031,Vandiyur Mariamman Teppakulam,Lake,6:00,20:00,0,1 hour,4.3,Vast temple tank with central island shrine hosting float festival every January.
A0257,P031,Koodal Azhagar Temple,Temple,6:00,20:00,0,1 hour,4.4,Ancient three-storey Vishnu temple in Madurai dedicated to Lord Koodal Azhagar.
A0258,P031,Pazhamudhir Cholai,Temple,6:00,18:00,0,2 hours,4.5,One of six abodes of Lord Murugan nestled in lush forest near Alagar hills.
A0259,P031,Madurai Flower Market,Market,4:00,10:00,0,1 hour,4.5,Vibrant pre-dawn jasmine and flower market near Meenakshi Temple bursting with colour.
A0260,P032,Ramanathaswamy Temple,Temple,5:00,21:00,0,3 hours,4.9,Sacred Shiva temple with world's longest temple corridor of 1212 pillars.
A0261,P032,Dhanushkodi,Historical,0:00,23:59,0,2 hours,4.7,Ghost town at India's southern tip where Bay of Bengal meets Indian Ocean.
A0262,P032,Pamban Bridge,Historical,0:00,23:59,0,1 hour,4.7,India's first sea bridge connecting Rameswaram island to mainland across Palk Strait.
A0263,P032,Agnitheertham,Religious,5:00,21:00,0,1 hour,4.5,Sacred sea bathing ghat in front of Ramanathaswamy Temple for ritual cleansing.
A0264,P032,Gandhamadhana Parvatham,Religious,6:00,18:00,0,1 hour,4.4,Hilltop shrine with Lord Rama's footprint offering panoramic views of Rameswaram island.
A0265,P032,APJ Abdul Kalam Memorial,Historical,10:00,17:00,0,1 hour,4.6,Memorial museum dedicated to former President Dr APJ Abdul Kalam born in Rameswaram.
A0266,P032,Kothandaramaswamy Temple,Temple,6:00,18:00,0,1 hour,4.4,Coastal temple that survived 1964 cyclone believed to mark where Vibhishana surrendered to Rama.
A0267,P033,Tirumala Venkateswara Temple,Temple,2:30,1:00,0,3 hours,4.9,World's most visited Hindu temple dedicated to Lord Venkateswara atop Tirumala hills.
A0268,P033,Chandragiri Fort,Fort,9:00,17:00,25,1 hour,4.4,16th-century fort where rulers of Vijayanagara Empire spent their final years.
A0269,P033,Sri Govindarajaswamy Temple,Temple,6:00,21:00,0,1 hour,4.6,Ancient reclining Vishnu temple at the foothills of Tirumala in Tirupati town.
A0270,P033,Silathoranam,Nature,8:00,17:00,0,1 hour,4.4,Natural rock arch formation on Tirumala hills considered sacred and scientifically unique.
A0271,P033,Srikalahasti Temple,Temple,6:00,21:00,0,2 hours,4.7,Famous Shiva temple known for Rahu-Ketu puja and Vayu Lingam near Tirupati.
A0272,P033,Talakona Waterfall,Nature,8:00,17:00,50,2 hours,4.5,Highest waterfall in Andhra Pradesh at 270 feet inside Sri Venkateswara National Park.
A0273,P034,Chembra Peak,Adventure,7:00,15:00,200,Half Day,4.7,Highest peak in Wayanad at 2100m with heart-shaped lake on trekking trail.
A0274,P034,Edakkal Caves,Historical,9:00,17:00,30,2 hours,4.6,Natural caves with prehistoric carvings dating back to Neolithic period at 1200m.
A0275,P034,Wayanad Wildlife Sanctuary,Wildlife,6:00,18:00,150,Half Day,4.6,Part of Nilgiri Biosphere Reserve home to tigers elephants leopards and gaur.
A0276,P034,Soochipara Falls,Nature,8:00,17:00,50,2 hours,4.6,Three-tiered waterfall in dense forest with a natural pool ideal for swimming.
A0277,P034,Pookode Lake,Lake,8:30,17:00,25,1 hour,4.4,Freshwater lake surrounded by evergreen forest with boating and trout hatchery.
A0278,P034,Banasura Sagar Dam,Nature,8:00,18:00,0,1 hour,4.5,India's largest earthen dam surrounded by hills with boating and scenic views.
A0279,P034,Thirunelli Temple,Temple,6:00,18:00,0,2 hours,4.6,Ancient Vishnu temple in dense forest considered the Kashi of the South.
A0280,P034,Phantom Rock Wayanad,Viewpoint,6:00,18:00,0,1 hour,4.3,Unique rock formation resembling a human face visible from Pakshipathalam forest range.
A0281,P035,Mullayanagiri Peak,Adventure,6:00,18:00,0,Half Day,4.8,Highest peak in Karnataka at 1930m offering spectacular sunrise and Himalayan-like views.
A0282,P035,Baba Budangiri,Religious,6:00,18:00,0,2 hours,4.6,Sacred hills with dargah of Sufi saint Baba Budan revered by both Muslims and Hindus.
A0283,P035,Hebbe Falls,Nature,7:00,17:00,200,2 hours,4.6,Stunning two-tiered waterfall deep inside a coffee estate accessible only by jeep.
A0284,P035,Kudremukh National Park,Wildlife,6:00,18:00,200,Half Day,4.7,Dense UNESCO Biosphere Reserve with rare shola grasslands tigers and lion-tailed macaque.
A0285,P035,Z Point Viewpoint,Viewpoint,6:00,18:00,0,1 hour,4.5,Scenic sunrise viewpoint in Chikmagalur offering panoramic views of coffee plantations.
A0286,P035,Hirekolale Lake,Lake,6:00,18:00,0,1 hour,4.3,Serene lake surrounded by coffee estates and hills ideal for birdwatching at dawn.
A0287,P035,Belavadi Veera Narayana Temple,Temple,8:00,18:00,0,1 hour,4.4,12th-century Hoysala temple with intricate carvings dedicated to Lord Vishnu.
A0288,P036,Kodaikanal Lake,Lake,8:30,18:30,0,2 hours,4.6,Star-shaped artificial lake ideal for boating cycling and peaceful lakeside strolls.
A0289,P036,Coaker's Walk,Viewpoint,7:00,19:00,25,1 hour,4.6,Scenic one-kilometre cliff walk with stunning views of plains and Pambar Valley.
A0290,P036,Bryant Park,Garden,8:30,18:30,25,1 hour,4.4,Well-maintained botanical garden beside Kodaikanal Lake with rare plant species.
A0291,P036,Pillar Rocks,Viewpoint,8:00,18:00,0,1 hour,4.5,Three massive vertical granite pillars rising 122 metres surrounded by misty forests.
A0292,P036,Silver Cascade Falls,Nature,7:00,18:00,0,30 mins,4.4,Popular 55-metre waterfall on the winding ghat road leading to Kodaikanal town.
A0293,P036,Berijam Lake,Nature,9:30,15:30,0,2 hours,4.7,Remote pristine reservoir in protected forest accessible only with special forest permit.
A0294,P036,Dolphin's Nose,Viewpoint,7:00,18:00,0,1 hour,4.5,Rocky cliff viewpoint jutting like a dolphin's nose over the misty Pambar Valley.
A0295,P036,Kukkal Caves,Adventure,6:00,17:00,0,2 hours,4.3,Ancient prehistoric caves with evidence of early human habitation near Kodaikanal.
A0296,P036,Green Valley View,Viewpoint,8:00,18:00,0,30 mins,4.4,Dizzying viewpoint offering 2000-foot drop panorama over the verdant Vaigai plains.
A0297,P037,Varkala Beach,Beach,6:00,20:00,0,2 hours,4.7,Dramatic red laterite cliff-backed beach with mineral springs and laid-back atmosphere.
A0298,P037,Janardanaswamy Temple,Temple,4:30,20:30,0,1 hour,4.6,2000-year-old Vishnu temple perched on cliff top overlooking the Arabian Sea.
A0299,P037,Papanasam Beach,Beach,6:00,20:00,0,1 hour,4.5,Sacred beach where bathing is believed to wash away sins according to Hindu tradition.
A0300,P037,Varkala Tunnel,Historical,8:00,18:00,0,30 mins,4.2,108-year-old British-era railway tunnel cutting through the laterite cliff near Varkala.
A0301,P037,Anjengo Fort,Fort,9:00,17:00,0,1 hour,4.3,Ruins of one of earliest British forts in Kerala built by East India Company in 1695.
A0302,P037,Kappil Beach,Beach,6:00,19:00,0,1 hour,4.4,Secluded beach at confluence of Edava-Nadayara lake and Arabian Sea near Varkala.
A0303,P037,Sivagiri Mutt,Religious,8:00,18:00,0,1 hour,4.5,Pilgrimage centre founded by social reformer Sree Narayana Guru overlooking Varkala town.
A0304,P038,Badami Cave Temples,Historical,8:00,18:00,100,3 hours,4.8,Four magnificent rock-cut caves with Chalukya-era carvings dedicated to Shiva Vishnu and Jains.
A0305,P038,Agastya Lake,Lake,7:00,18:00,0,1 hour,4.5,Sacred red-hued lake at foot of Badami cliffs surrounded by ancient temples and ghats.
A0306,P038,Bhutanatha Temple,Temple,6:00,18:00,0,1 hour,4.5,Group of early Chalukya temples on Agastya Lake shore with intricate stone carvings.
A0307,P038,Badami Fort,Fort,8:00,18:00,100,2 hours,4.4,Ancient hilltop fortification with water tanks granaries and stunning views over Badami.
A0308,P038,Pattadakal,Historical,6:00,18:00,300,2 hours,4.7,UNESCO World Heritage site with Chalukyan temples blending north and south Indian styles.
A0309,P038,Aihole,Historical,6:00,18:00,100,2 hours,4.6,Cradle of Hindu temple architecture with over 125 temples from 4th to 12th century.
A0310,P038,Archaeological Museum Badami,Museum,10:00,17:00,25,1 hour,4.3,Museum displaying Chalukyan sculptures inscriptions and artifacts excavated from Badami region.
A0311,P039,Yercaud Lake,Lake,8:30,18:00,0,1 hour,4.4,Scenic lake at the heart of Yercaud with boating and surrounding coffee estates.
A0312,P039,Shevaroy Temple,Temple,6:00,18:00,0,2 hours,4.5,Ancient hilltop temple dedicated to Shevarayan deity atop the Shevaroy Hills.
A0313,P039,Kiliyur Falls,Nature,8:00,17:00,0,1 hour,4.4,Scenic 300-feet waterfall flowing through dense coffee and orange grove estates.
A0314,P039,Lady's Seat,Viewpoint,6:00,18:00,0,30 mins,4.4,Popular viewpoint offering sweeping views of Salem city and surrounding plains below.
A0315,P039,Pagoda Point,Viewpoint,6:00,18:00,0,30 mins,4.3,Viewpoint in Yercaud offering panoramic ghat road and valley views at sunrise.
A0316,P039,Botanical Garden Yercaud,Garden,9:00,17:30,20,1 hour,4.2,Compact garden with orchids ferns and rare medicinal plants on Shevaroy Hills.
A0317,P039,Bear's Cave,Nature,9:00,17:00,0,30 mins,4.1,Small natural cave in Yercaud forest once believed to be a bear habitat.
A0318,P040,Rushikonda Beach,Beach,6:00,20:00,0,2 hours,4.6,Blue Flag beach with clear waters ideal for swimming surfing and water sports.
A0319,P040,INS Kurusura Submarine Museum,Museum,10:00,20:00,40,1 hour,4.7,Decommissioned submarine converted into unique museum on Vizag's RK Beach promenade.
A0320,P040,Kailasagiri,Viewpoint,7:00,21:00,30,2 hours,4.6,Hilltop park with giant Shiva-Parvati statues and ropeway overlooking Vizag city.
A0321,P040,RK Beach,Beach,0:00,23:59,0,1 hour,4.5,Popular 2km promenade beach lined with statues museums and food stalls in Vizag.
A0322,P040,Simhachalam Temple,Temple,5:00,21:00,0,2 hours,4.7,Ancient Narasimha temple atop Simhachalam hill with rare turmeric-covered deity.
A0323,P040,Araku Valley,Nature,0:00,23:59,0,Half Day,4.7,Scenic tribal valley with coffee plantations waterfalls caves and tribal museum.
A0324,P040,Borra Caves,Nature,10:00,17:00,65,2 hours,4.6,Million-year-old limestone caves with stalactites and stalagmites in Eastern Ghats.
A0325,P040,Visakha Museum,Museum,10:00,17:00,20,1 hour,4.3,Dutch bungalow converted into museum displaying Vizag's maritime and cultural history.
A0326,P040,Rishikonda Beach,Beach,6:00,20:00,0,1 hour,4.5,Golden sandy beach with excellent waves popular for water sports and beach camping.
A0327,P040,Yarada Beach,Beach,6:00,18:00,0,1 hour,4.5,Secluded pristine beach nestled between hills and sea south of Vizag city.
A0328,P041,Calangute Beach,Beach,0:00,23:59,0,2 hours,4.5,Goa's largest and most popular beach known as Queen of Beaches with water sports.
A0329,P041,Basilica of Bom Jesus,Historical,9:00,18:30,0,1 hour,4.8,UNESCO-listed 16th-century church housing mortal remains of St Francis Xavier.
A0330,P041,Fort Aguada,Fort,9:30,18:00,0,1 hour,4.6,Well-preserved 17th-century Portuguese fort at confluence of Mandovi river and sea.
A0331,P041,Anjuna Beach,Beach,0:00,23:59,0,2 hours,4.5,Famous bohemian beach known for Wednesday flea market trance parties and sunsets.
A0332,P041,Se Cathedral Goa,Historical,7:30,18:30,0,1 hour,4.6,Largest church in Asia built by Portuguese dedicated to Saint Catherine of Alexandria.
A0333,P041,Dudhsagar Falls,Nature,6:00,17:00,400,Half Day,4.8,Spectacular four-tiered milk-white waterfall on Goa-Karnataka border amid dense jungle.
A0334,P041,Chapora Fort,Fort,9:00,17:30,0,1 hour,4.5,Iconic ruined fort offering sweeping views of Vagator Beach made famous by Dil Chahta Hai.
A0335,P041,Palolem Beach,Beach,0:00,23:59,0,2 hours,4.7,Crescent-shaped paradise beach in South Goa with calm waters and scenic bay.
A0336,P041,Bhagwan Mahavir Wildlife Sanctuary,Wildlife,7:00,17:00,100,Half Day,4.4,Largest wildlife sanctuary in Goa with diverse flora fauna and Dudhsagar Falls inside.
A0337,P041,Goa State Museum,Museum,9:30,17:30,0,1 hour,4.3,Museum displaying Goa's archaeological Christian art bronze sculptures and natural history.
A0338,P042,Gateway of India,Historical,0:00,23:59,0,1 hour,4.7,Iconic 1924 basalt arch monument overlooking Mumbai harbour and Arabian Sea.
A0339,P042,Chhatrapati Shivaji Maharaj Terminus,Historical,0:00,23:59,0,1 hour,4.7,UNESCO-listed Victorian Gothic railway station and one of India's busiest terminals.
A0340,P042,Elephanta Caves,Historical,9:00,17:30,600,3 hours,4.6,UNESCO-listed rock-cut cave temples on island dedicated to Lord Shiva reachable by ferry.
A0341,P042,Marine Drive,Viewpoint,0:00,23:59,0,1 hour,4.7,Iconic 3.6km curved boulevard along Arabian Sea called Queen's Necklace at night.
A0342,P042,Juhu Beach,Beach,0:00,23:59,0,1 hour,4.4,Famous Mumbai beach known for street food celebrity homes and vibrant sunset crowds.
A0343,P042,Siddhivinayak Temple,Temple,5:30,22:00,0,1 hour,4.8,Mumbai's most revered Ganesh temple attracting thousands of devotees daily including celebrities.
A0344,P042,Chhatrapati Shivaji Maharaj Vastu Sangrahalaya,Museum,10:15,18:00,200,2 hours,4.6,Premier Mumbai museum with impressive Indo-Saracenic dome housing art and antiquities.
A0345,P042,Haji Ali Dargah,Religious,5:30,22:00,0,1 hour,4.6,Iconic mosque and dargah on a tiny islet connected to shore by narrow causeway.
A0346,P042,Dharavi,Historical,8:00,18:00,700,2 hours,4.3,One of Asia's largest slums offering fascinating guided tours of thriving cottage industries.
A0347,P042,Colaba Causeway,Market,10:00,22:00,0,2 hours,4.5,Bustling market street in South Mumbai selling antiques clothes jewellery and souvenirs.
A0348,P043,Shaniwar Wada,Fort,8:00,18:00,25,2 hours,4.5,18th-century Peshwa fortification with imposing gates fountains and eerie ghost legends.
A0349,P043,Aga Khan Palace,Historical,9:00,17:30,25,2 hours,4.6,Historic palace where Gandhi and Kasturba were imprisoned during Quit India Movement.
A0350,P043,Sinhagad Fort,Fort,5:00,18:00,25,3 hours,4.6,Historic Maratha hill fort where Tanaji Malusare died fighting for Chhatrapati Shivaji.
A0351,P043,Dagdusheth Halwai Ganapati Temple,Temple,6:00,23:00,0,1 hour,4.7,Pune's most famous Ganesh temple adorned with gold and precious jewels year-round.
A0352,P043,Osho International Meditation Resort,Religious,6:00,21:30,0,2 hours,4.4,World-renowned meditation resort founded by Osho with lush campus and wellness programs.
A0353,P043,Raja Dinkar Kelkar Museum,Museum,10:00,17:30,100,2 hours,4.6,Private museum with 20000 objects of everyday Indian life collected by D G Kelkar.
A0354,P043,Parvati Hill Temple,Temple,5:00,19:00,0,2 hours,4.5,18th-century hilltop temple complex offering panoramic views over Pune city.
A0355,P043,Pune Tribal Museum,Museum,10:00,17:30,0,1 hour,4.3,Museum showcasing tribal art craft lifestyle and traditions of Maharashtra's indigenous people.
A0356,P044,Ajanta Caves,Historical,9:00,17:30,250,Half Day,4.9,UNESCO-listed 2nd-century Buddhist caves with extraordinary ancient murals and sculptures.
A0357,P044,Ellora Caves,Historical,6:00,18:00,600,Half Day,4.9,UNESCO-listed rock-cut caves representing Buddhist Hindu and Jain monuments across 2km.
A0358,P044,Bibi Ka Maqbara,Historical,8:00,20:00,25,1 hour,4.5,17th-century Mughal mausoleum built by Aurangzeb's son often called Mini Taj Mahal.
A0359,P044,Daulatabad Fort,Fort,6:00,18:00,25,2 hours,4.6,Formidable 12th-century hilltop fort considered one of India's most impregnable fortresses.
A0360,P044,Grishneshwar Temple,Temple,5:30,21:30,0,1 hour,4.7,One of twelve sacred Jyotirlinga shrines dedicated to Lord Shiva near Ellora.
A0361,P044,Panchakki Water Mill,Historical,6:00,22:00,25,1 hour,4.4,17th-century Sufi-era water mill with large garden and underground water channels.
A0362,P044,Aurangabad Caves,Historical,9:00,17:30,25,1 hour,4.3,Early Buddhist rock-cut caves with notable carvings predating and inspired by Ajanta.
A0363,P044,Salim Ali Lake and Bird Sanctuary,Wildlife,6:00,18:00,0,1 hour,4.3,Peaceful lake sanctuary near Bibi Ka Maqbara attracting migratory birds in winter.
A0364,P045,City Palace Udaipur,Palace,9:30,17:30,300,3 hours,4.8,Magnificent lakeside palace complex blending Rajput and Mughal architecture on Lake Pichola.
A0365,P045,Lake Pichola,Lake,0:00,23:59,0,2 hours,4.8,Stunning artificial lake with island palaces boat rides and Aravalli hill reflections.
A0366,P045,Jag Mandir,Palace,10:00,18:00,700,1 hour,4.6,Island palace on Lake Pichola with carved marble elephants and lake-view garden.
A0367,P045,Saheliyon Ki Bari,Garden,9:00,19:00,50,1 hour,4.5,Ornate 18th-century garden of fountains marble kiosks and lotus pools for royal maidens.
A0368,P045,Fateh Sagar Lake,Lake,0:00,23:59,0,1 hour,4.6,Beautiful artificial lake with three islands including Nehru Park and solar observatory.
A0369,P045,Jagdish Temple Udaipur,Temple,4:15,13:00,0,1 hour,4.6,Indo-Aryan style temple built in 1651 dedicated to Lord Vishnu in central Udaipur.
A0370,P045,Kumbhalgarh Fort,Fort,9:00,18:00,200,Half Day,4.8,UNESCO-listed fort with world's second longest wall extending 36km in Aravalli hills.
A0371,P045,Monsoon Palace,Palace,9:00,18:00,65,1 hour,4.5,Hilltop palace offering panoramic 360-degree views of Udaipur city and surrounding lakes.
A0372,P045,Shilpgram Udaipur,Museum,11:00,19:00,30,2 hours,4.3,Rural arts and crafts complex showcasing traditional arts and craftspeople from western India.
A0373,P046,Mehrangarh Fort,Fort,9:00,17:00,200,3 hours,4.9,Magnificent hilltop fort towering 400 feet over Jodhpur with museum and panoramic views.
A0374,P046,Jaswant Thada,Historical,9:00,17:00,30,1 hour,4.6,Intricately carved white marble royal cenotaph built in 1899 overlooking a serene lake.
A0375,P046,Umaid Bhawan Palace Museum,Museum,9:00,17:00,30,1 hour,4.5,Museum inside living royal palace displaying vintage cars clocks and royal memorabilia.
A0376,P046,Mandore Garden,Garden,8:00,20:00,0,2 hours,4.4,Historic garden with cenotaphs of Marwar rulers hall of heroes and deer park.
A0377,P046,Clock Tower Jodhpur,Market,8:00,21:00,0,1 hour,4.5,Iconic clock tower at centre of Sardar Market with vibrant bazaars selling spices textiles.
A0378,P046,Toorji Ka Jhalra,Historical,0:00,23:59,0,30 mins,4.6,Restored 18th-century stepwell with intricate carvings now a vibrant heritage precinct.
A0379,P046,Kaylana Lake,Lake,6:00,19:00,0,1 hour,4.3,Scenic artificial lake on outskirts of Jodhpur ideal for bird watching and sunset views.
A0380,P046,Rao Jodha Desert Rock Park,Nature,8:00,18:00,100,2 hours,4.5,Ecological park beside Mehrangarh Fort restoring native desert vegetation and rocky terrain.
A0381,P047,Dargah Sharif Ajmer,Religious,5:00,22:00,0,2 hours,4.8,Revered dargah of Sufi saint Khwaja Moinuddin Chishti visited by millions annually.
A0382,P047,Ana Sagar Lake,Lake,0:00,23:59,0,1 hour,4.5,12th-century artificial lake with marble pavilions built by Emperor Jahangir on banks.
